Gender,Country,state,self_employed,family_history,treatment,no_employees,remote_work,tech_company,care_options,wellness_program,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_vs_physical,age_range
1,45,36,0,1,1,5,0,0,0,1,1,1,2,1,0,0,1,1
1,7,-1,0,1,1,2,0,0,0,2,0,2,1,1,1,1,2,2
2,44,-1,0,1,1,0,0,0,2,2,2,2,0,0,1,1,1,2
2,17,-1,0,0,0,4,0,1,0,1,1,4,1,1,2,2,2,2
2,17,-1,0,0,1,5,0,1,0,1,1,1,1,1,2,2,2,3
2,45,11,0,1,0,5,0,0,1,2,2,0,2,0,1,0,1,2
2,45,11,0,0,1,2,0,1,2,2,0,0,1,1,1,2,0,2
1,45,2,0,1,1,1,0,1,2,0,0,0,0,1,1,1,2,1
2,45,29,1,0,0,0,1,1,2,1,1,4,1,1,1,1,2,0
2,45,37,0,1,0,1,0,0,2,1,0,2,0,1,1,1,1,3
2,45,36,0,1,1,1,0,1,2,1,1,3,2,1,2,2,1,2
2,45,41,0,0,1,5,0,1,2,2,0,0,2,1,0,0,2,1
2,45,38,0,0,1,1,0,1,0,1,2,4,1,1,0,2,2,2
2,45,0,1,0,1,0,0,0,2,1,1,3,1,1,0,0,1,2
2,45,42,0,1,1,4,1,1,0,1,1,4,1,1,2,2,2,1
2,45,41,0,1,1,5,0,1,1,2,0,1,0,1,1,1,0,2
2,45,42,0,0,0,5,0,0,1,2,0,2,1,1,1,2,2,1
2,45,28,0,0,0,3,0,1,0,1,0,0,1,1,2,1,2,3
2,45,28,0,0,0,4,1,1,1,1,2,0,0,1,1,2,0,1
2,45,29,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1
1,7,-1,1,1,1,0,1,1,2,1,1,3,2,2,0,0,1,2
1,45,41,0,1,0,4,1,1,0,1,1,2,1,1,2,1,2,2
2,45,2,0,0,0,4,1,1,0,1,1,0,2,0,1,0,0,3
2,45,34,0,0,1,4,1,1,2,1,0,2,0,1,0,1,0,1
2,15,-1,1,0,1,2,1,1,0,1,1,0,0,0,1,2,0,3
2,0,-1,0,1,1,2,0,1,0,0,0,4,1,1,2,2,2,1
1,45,2,0,0,1,5,0,1,2,0,0,0,2,1,0,0,0,2
2,20,-1,0,0,0,4,0,1,0,1,1,4,0,0,1,1,0,1
2,11,-1,0,1,1,4,1,1,2,1,0,4,1,1,1,2,2,2
2,15,-1,0,0,1,4,0,1,0,1,1,2,0,0,2,1,1,1
2,17,-1,0,0,0,4,1,1,1,1,1,0,0,1,1,0,0,2
2,45,19,0,1,1,0,1,1,0,0,0,4,1,1,2,2,0,1
2,45,41,0,0,0,5,0,0,1,0,0,2,0,1,1,1,0,2
2,7,-1,0,0,0,2,0,1,2,1,1,0,0,1,0,0,0,1
2,44,-1,0,0,1,1,0,1,1,1,0,4,0,1,2,1,0,2
2,45,32,0,1,1,4,0,1,2,1,0,0,2,0,0,1,0,3
2,45,28,0,1,1,5,0,0,2,2,2,2,2,1,0,2,0,2
2,45,40,0,0,0,0,1,1,2,1,1,0,2,2,0,0,0,2
2,44,-1,1,0,1,0,0,1,2,2,2,4,1,1,1,2,1,2
2,44,-1,0,0,1,5,0,0,0,1,2,0,0,1,1,1,1,3
1,44,-1,0,0,1,1,0,1,1,1,0,4,0,1,1,1,1,2
1,45,18,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,3
2,45,28,0,0,0,4,0,1,1,0,0,0,1,1,0,0,2,2
2,17,-1,1,1,1,0,0,1,0,1,1,0,0,1,2,2,1,1
1,45,28,0,0,1,2,1,1,1,0,0,0,1,1,1,1,0,0
0,45,0,1,1,1,0,1,1,2,2,2,4,2,2,2,2,2,-1
2,28,-1,0,1,0,4,0,1,0,1,1,2,0,1,1,2,2,2
2,45,18,0,0,0,5,0,0,0,1,1,2,0,1,0,0,1,1
1,45,41,0,1,1,2,0,0,2,1,1,0,2,1,1,1,1,3
2,44,-1,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,2
1,45,36,0,1,1,5,1,1,2,1,1,2,0,0,1,0,0,2
2,29,-1,0,0,0,2,0,1,2,1,2,1,2,1,0,0,1,1
2,29,-1,0,0,0,2,0,1,2,1,2,1,2,1,0,0,1,1
2,44,-1,0,0,1,5,0,0,0,1,1,2,0,1,2,2,1,1
2,44,-1,0,1,1,2,1,1,0,1,1,4,1,1,1,2,2,1
2,44,-1,0,1,0,4,0,1,0,1,1,1,0,0,1,1,0,3
2,17,-1,0,1,1,4,0,1,1,1,1,2,0,1,0,0,0,1
2,44,-1,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,1
2,27,-1,0,0,1,2,0,1,2,1,1,3,1,1,2,2,0,1
2,41,-1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1
2,3,-1,0,0,0,5,0,0,0,1,1,2,2,0,0,0,0,1
1,44,-1,0,1,0,5,0,0,2,1,1,0,0,1,0,0,2,1
2,22,-1,0,0,0,5,0,0,2,2,2,1,1,1,2,2,2,1
1,45,28,0,1,0,2,1,1,0,1,1,0,0,1,0,0,0,1
2,44,-1,0,1,1,0,0,1,1,0,0,4,1,1,1,2,0,2
2,44,-1,0,1,1,5,0,0,0,1,1,4,0,0,1,2,2,2
2,45,11,0,1,1,5,0,0,2,1,2,2,2,1,0,1,0,2
2,45,22,0,0,0,4,0,1,1,1,0,0,0,1,0,1,0,2
2,45,2,0,0,1,5,0,1,2,2,2,1,0,0,1,1,0,2
2,44,-1,0,0,0,4,0,1,0,1,1,0,2,0,1,0,0,1
2,7,-1,0,1,1,1,0,1,1,1,0,0,1,1,2,2,1,2
1,44,-1,0,1,0,2,0,0,2,2,2,4,1,1,1,2,2,2
2,45,36,0,1,1,2,0,0,1,1,1,2,2,1,1,1,0,2
2,7,-1,1,0,0,4,1,1,1,1,1,4,1,1,2,2,2,2
2,28,-1,1,0,0,0,1,1,1,0,0,4,2,2,1,1,0,2
2,44,-1,0,1,1,4,0,1,1,1,0,2,1,1,1,1,0,2
2,45,19,0,1,1,4,0,1,2,1,1,0,1,1,0,0,0,1
2,37,-1,0,0,0,5,1,1,0,1,0,0,2,1,0,0,1,4
2,45,22,0,0,1,2,0,1,2,1,1,0,2,1,1,1,0,1
2,44,-1,0,0,0,1,0,1,0,1,2,0,0,2,1,0,2,2
2,20,-1,0,0,0,2,0,1,1,1,1,0,2,2,0,0,0,2
2,45,37,0,1,1,4,1,1,0,1,0,2,0,1,1,1,0,1
1,45,2,0,0,1,1,1,0,2,1,1,0,0,1,1,1,1,3
2,45,2,0,1,0,5,0,1,0,2,0,0,0,1,2,2,0,2
2,45,10,0,1,1,2,0,0,2,2,2,0,0,1,1,0,0,1
2,33,-1,0,0,0,5,1,1,1,1,1,0,0,1,1,1,0,2
2,9,-1,0,0,0,4,0,1,0,1,1,3,2,1,0,0,2,1
1,45,32,0,0,1,5,0,1,2,1,0,0,0,1,1,0,1,2
2,45,10,0,0,0,5,0,1,1,1,1,0,0,1,1,2,1,1
2,45,10,0,0,0,5,0,0,0,2,2,0,2,0,0,0,0,1
1,45,19,0,1,1,2,0,1,2,1,2,2,1,1,2,2,2,2
2,44,-1,0,0,1,0,0,1,0,1,1,3,0,1,2,2,1,1
2,16,-1,0,0,0,2,0,0,0,1,1,3,2,2,1,0,1,0
2,45,28,0,1,0,4,0,1,0,1,1,1,1,1,1,2,0,2
1,45,18,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
2,45,29,0,0,0,2,0,1,0,1,0,0,1,1,1,2,1,1
2,8,-1,1,0,0,0,1,1,2,1,1,2,1,1,1,1,0,2
1,6,38,0,0,1,2,1,1,0,1,1,0,0,0,2,1,1,1
1,45,28,0,0,1,2,0,1,2,1,1,0,0,0,1,0,1,2
2,45,2,0,1,1,5,0,0,2,2,2,0,0,1,1,0,1,2
1,45,11,0,1,1,3,1,0,1,0,2,2,0,0,1,2,0,5
1,45,11,0,1,1,0,1,1,0,1,1,0,0,0,1,1,2,2
1,45,39,0,0,1,4,0,1,2,1,1,3,2,0,1,1,0,1
1,45,30,0,0,0,1,0,0,1,0,0,0,1,1,1,2,2,1
1,45,31,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4
2,45,0,0,1,1,2,1,1,0,1,1,0,0,1,1,1,0,2
1,3,-1,0,0,0,2,0,1,1,1,1,4,0,1,1,1,0,2
2,45,0,0,1,1,4,0,1,2,1,1,0,0,1,1,0,2,2
2,45,29,0,1,1,1,0,1,2,1,2,0,0,1,1,1,0,3
2,7,-1,0,1,0,5,0,1,1,2,2,0,0,1,0,0,0,2
2,44,-1,0,0,0,2,1,1,0,1,1,2,1,1,1,2,0,2
2,23,-1,0,0,0,2,0,1,1,0,0,0,1,1,1,2,1,2
2,17,-1,0,0,0,2,0,1,1,1,1,0,1,1,1,2,0,1
1,21,-1,0,0,1,3,0,0,2,2,1,0,2,2,1,1,2,2
1,21,-1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,2
2,21,-1,0,0,1,4,0,1,0,1,1,1,2,0,1,2,1,2
2,45,37,0,0,1,2,1,1,1,1,0,3,2,0,1,0,0,2
2,21,-1,0,0,0,1,0,1,1,1,0,0,0,1,1,2,0,1
2,0,-1,0,0,1,1,1,1,2,1,1,0,2,1,0,0,1,1
1,45,37,0,0,1,4,0,1,0,1,1,2,2,2,1,0,1,1
2,5,-1,1,0,1,0,0,1,2,1,1,0,1,1,2,2,0,2
2,44,-1,0,0,0,1,0,1,1,1,1,2,0,0,1,2,0,1
2,21,-1,0,1,1,0,1,1,0,1,1,0,0,1,1,2,0,2
2,21,-1,0,0,1,4,0,1,0,1,1,2,1,1,1,2,0,2
2,44,-1,0,1,0,2,1,0,1,1,1,2,0,1,1,2,2,2
2,45,37,0,0,1,0,0,1,2,1,1,4,0,0,1,2,1,1
2,12,-1,0,1,0,1,0,1,2,1,1,2,1,1,1,2,0,2
2,37,-1,0,1,1,2,0,1,1,1,1,1,0,1,0,0,1,1
2,21,-1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2,21,-1,0,0,0,5,1,1,1,1,1,0,2,1,2,1,1,3
1,44,-1,0,0,1,5,0,0,2,1,2,1,0,0,1,2,1,2
2,32,-1,0,0,0,5,0,1,0,1,1,3,2,2,1,0,1,2
2,45,6,0,0,1,2,1,1,2,1,1,0,0,1,1,0,0,2
2,28,-1,0,0,0,4,0,1,1,1,1,2,0,0,1,1,0,1
2,44,-1,0,0,0,5,1,0,1,1,2,0,1,1,1,2,0,1
2,21,-1,0,0,0,2,0,1,2,1,1,1,2,2,1,1,1,3
2,28,-1,0,0,0,4,0,1,1,1,1,2,0,0,1,1,0,1
2,45,37,0,0,1,5,1,1,0,2,2,4,1,1,2,2,0,2
2,45,2,0,1,1,2,0,1,0,1,1,0,0,1,1,0,1,3
2,45,16,0,1,1,1,1,1,1,0,0,0,1,1,1,2,0,3
1,28,-1,1,0,1,0,1,1,2,0,2,2,1,1,2,2,2,3
2,44,-1,0,0,0,2,0,1,0,1,1,2,0,1,1,1,2,1
2,21,-1,0,1,1,5,0,1,2,1,2,2,0,1,1,0,2,1
1,21,-1,0,0,1,2,0,1,2,2,1,0,1,1,2,1,0,1
2,28,-1,0,0,0,5,0,0,1,2,0,2,0,0,0,1,2,2
1,21,-1,0,1,0,5,0,1,2,0,2,0,0,1,1,1,0,2
2,45,19,0,1,1,2,0,1,2,1,1,2,2,1,1,1,0,1
2,18,-1,0,0,0,4,1,1,0,1,1,0,2,1,0,0,0,2
1,44,-1,0,1,1,4,0,1,2,1,2,4,1,1,2,2,2,1
2,44,-1,1,0,1,4,1,1,0,1,1,0,0,0,1,1,0,1
2,44,-1,0,1,1,5,0,0,2,2,2,4,1,1,2,2,2,1
2,44,-1,0,0,1,4,0,1,2,1,1,0,1,1,2,2,0,1
0,44,-1,0,0,1,4,0,0,0,1,0,0,2,0,0,0,0,1
2,7,-1,0,0,1,2,0,1,2,2,0,0,0,1,2,1,0,1
2,45,2,0,0,1,5,1,1,0,2,0,2,0,0,1,0,0,4
2,21,-1,0,0,0,2,0,1,2,1,1,0,2,0,0,0,1,1
2,45,36,0,1,1,5,0,0,2,2,2,2,2,0,1,2,1,1
2,28,-1,0,0,0,3,0,1,0,1,1,0,0,1,2,2,0,1
2,17,-1,0,1,1,1,0,1,0,1,1,2,1,1,1,0,0,2
2,33,-1,1,0,1,4,1,1,0,1,1,2,0,1,1,0,0,2
2,21,-1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1
1,45,6,0,1,1,5,1,1,2,1,2,0,1,1,1,2,0,3
1,44,-1,0,0,0,5,0,0,0,1,0,0,0,1,1,2,1,2
2,0,-1,0,1,1,1,0,0,2,2,2,0,0,0,0,2,0,1
2,45,31,0,0,0,1,0,1,1,0,2,2,1,1,0,1,0,2
2,14,-1,0,0,1,4,0,1,0,1,1,3,2,1,1,0,0,2
1,45,41,0,1,1,2,0,1,0,1,0,0,2,0,0,0,0,3
2,45,2,0,1,1,2,0,1,2,0,1,4,1,1,2,2,2,1
2,45,2,1,1,1,2,0,1,1,2,2,0,1,1,1,2,2,1
2,39,-1,0,1,1,1,0,0,2,1,1,2,1,1,1,2,2,2
2,45,22,0,1,1,1,1,1,2,2,1,0,2,1,1,0,1,1
2,45,38,0,1,0,5,0,0,0,2,2,2,0,0,1,1,0,2
2,44,-1,0,0,1,2,0,1,0,1,1,2,1,1,1,1,0,1
2,45,10,0,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2
2,45,2,0,1,1,5,0,1,2,1,1,1,2,2,0,0,1,2
1,45,22,0,0,0,1,1,1,2,1,1,0,2,1,0,0,1,3
2,45,10,0,1,1,2,0,0,2,1,1,0,0,1,1,0,0,1
